"t"	"thtlc"	"el"	"ail"	"rdr"	"vt"	"alpha"	"beta"	"phi"	"theta"	"psi"	"p"	"q"	"r"	"x9"	"x10"	"alt"	"power"	"nz"	"ps"	"ny_r"
6.950000000000000e+00	0.000000000000000e+00	-6.416671801575539e-02	-2.475569493808158e-05	2.816781112993914e-04	6.533352512042577e+02	1.513975980506345e-01	6.182382186138683e-05	3.151830069295524e-03	-2.940869344405471e-01	-5.710762613992776e-01	-1.567840576430727e-05	2.509172982115850e-01	1.363325719646687e-04	1.717450846886655e+03	-1.184404626377394e+03	-2.487370236366895e+01	8.627718114923775e-03	-7.323365468916690e-01	-5.408804075910230e-06	1.275768792287548e-04
6.960000000000000e+00	0.000000000000000e+00	-6.417778185108794e-02	-2.474460490305460e-05	2.819092881317350e-04	6.532509231528527e+02	1.514213137323439e-01	6.186848931637619e-05	3.148873115380636e-03	-2.915776936972566e-01	-5.710665790223231e-01	-1.561967964329984e-05	2.509332284743989e-01	1.367366103135133e-04	1.722412199340258e+03	-1.187595411517548e+03	-2.768137821697268e+01	8.541870954259317e-03	-7.324617440144644e-01	-5.416498645914633e-06	1.276139395200830e-04
6.970000000000000e+00	0.000000000000000e+00	-6.418896609672929e-02	-2.474002066648708e-05	2.821362439617618e-04	6.531658607492436e+02	1.514455493538807e-01	6.190952004885765e-05	3.145944653877863e-03	-2.890682922243389e-01	-5.710569068892365e-01	-1.561390034632905e-05	2.509498360245603e-01	1.371289546594448e-04	1.727378795653269e+03	-1.190789494200802e+03	-3.047402268412584e+01	8.456877956574826e-03	-7.325897681137489e-01	-5.421430172896602e-06	1.276507115745318e-04
6.980000000000000e+00	0.000000000000000e+00	-6.420026656708182e-02	-2.474524113269375e-05	2.823592314069912e-04	6.530800623527682e+02	1.514703051968551e-01	6.194711408477724e-05	3.143045433489726e-03	-2.865587247112402e-01	-5.710472449122501e-01	-1.567819100377683e-05	2.509671302598825e-01	1.375085698726579e-04	1.732350597208146e+03	-1.193986849615981e+03	-3.325162128205277e+01	8.372730609059492e-03	-7.327206216693160e-01	-5.422807017592538e-06	1.276870318091882e-04
6.990000000000000e+00	0.000000000000000e+00	-6.421168666629130e-02	-2.475210465502855e-05	2.825771881399170e-04	6.529935269922341e+02	1.514955828570404e-01	6.198116593823853e-05	3.140173675853999e-03	-2.840489839848495e-01	-5.710375930676282e-01	-1.577200048882972e-05	2.509851015658617e-01	1.378766771210710e-04	1.737327565330799e+03	-1.197187452916616e+03	-3.601415966909629e+01	8.289420484373708e-03	-7.328543084762553e-01	-5.422376426814495e-06	1.277232813418665e-04
7.000000000000000e+00	0.000000000000000e+00	-6.422323324621594e-02	-2.475712302381705e-05	2.827897288844904e-04	6.529062534103566e+02	1.515213844624140e-01	6.201168513947320e-05	3.137328334864598e-03	-2.815390622274304e-01	-5.710279513378952e-01	-1.587439224287120e-05	2.510037317751501e-01	1.382339056717692e-04	1.742309661326356e+03	-1.200391279243054e+03	-3.876162363265885e+01	8.206939279342412e-03	-7.329908327318547e-01	-5.421158250768625e-06	1.277596598081636e-04
7.010000000000000e+00	0.000000000000000e+00	-6.423491214957484e-02	-2.475848914722633e-05	2.829966726365905e-04	6.528182402747876e+02	1.515477119367510e-01	6.203872788448187e-05	3.134508740241321e-03	-2.790289519006858e-01	-5.710183196985875e-01	-1.597294723709102e-05	2.510230055461209e-01	1.385805821490443e-04	1.747296846476517e+03	-1.203598303720963e+03	-4.149399907347428e+01	8.125278770832646e-03	-7.331301985778161e-01	-5.419795861730939e-06	1.277962861439936e-04
7.020000000000000e+00	0.000000000000000e+00	-6.424672829294212e-02	-2.475481200487686e-05	2.831978813513899e-04	6.527294862580898e+02	1.515745670202713e-01	6.206236442177562e-05	3.131714353892112e-03	-2.765186457024384e-01	-5.710086981214924e-01	-1.605786043056466e-05	2.510429101577395e-01	1.389169420010537e-04	1.752289082036926e+03	-1.206808501459717e+03	-4.421127200577487e+01	8.044430810644635e-03	-7.332724101422844e-01	-5.418799939364464e-06	1.278332539009857e-04
7.030000000000000e+00	0.000000000000000e+00	-6.425868566674509e-02	-2.474511664784251e-05	2.833932599433548e-04	6.526399900377361e+02	1.516019512696399e-01	6.208267905237594e-05	3.128944769913065e-03	-2.740081365666325e-01	-5.709990865746475e-01	-1.612194077025327e-05	2.510634355095628e-01	1.392431294998198e-04	1.757286329237172e+03	-1.210021847552401e+03	-4.691342855729027e+01	7.964387325511815e-03	-7.334174715398465e-01	-5.418548470719246e-06	1.278706312464839e-04
7.040000000000000e+00	0.000000000000000e+00	-6.427078733526577e-02	-2.472884419865047e-05	2.835827562862454e-04	6.525497502961102e+02	1.516298660579668e-01	6.209977012981475e-05	3.126199714588416e-03	-2.714974176633319e-01	-5.709894850223413e-01	-1.616061119100376e-05	2.510845741217396e-01	1.395591977412307e-04	1.762288549280789e+03	-1.213238317075806e+03	-4.960045496924906e+01	7.885140317100796e-03	-7.335653868715323e-01	-5.419286750232349e-06	1.279084609635476e-04
7.050000000000000e+00	0.000000000000000e+00	-6.428303543664006e-02	-2.470585185128143e-05	2.837663612131153e-04	6.524587657205064e+02	1.516583125748073e-01	6.211375006013442e-05	3.123479046390553e-03	-2.689864823987209e-01	-5.709798934251128e-01	-1.617190861554870e-05	2.511063211350109e-01	1.398651086450393e-04	1.767295703345254e+03	-1.216457885090429e+03	-5.227233759637772e+01	7.806681862011372e-03	-7.337161602248141e-01	-5.421127379727855e-06	1.279467604509509e-04
7.060000000000000e+00	0.000000000000000e+00	-6.429543118285806e-02	-2.467641287116936e-05	2.839441085163119e-04	6.523670350031293e+02	1.516872918261615e-01	6.212474530188775e-05	3.120782755980008e-03	-2.664753244151044e-01	-5.709703117397520e-01	-1.615648395450639e-05	2.511286743107092e-01	1.401607329548644e-04	1.772307752581992e+03	-1.219680526640476e+03	-5.492906290690109e+01	7.729004111776532e-03	-7.338697956736068e-01	-5.424050268416865e-06	1.279855217231830e-04
7.070000000000000e+00	0.000000000000000e+00	-6.430797485976371e-02	-2.464121659520167e-05	2.841160749474763e-04	6.522745568410944e+02	1.517168046344747e-01	6.213289636613795e-05	3.118110966205461e-03	-2.639639375909082e-01	-5.709607399192991e-01	-1.611760210638082e-05	2.511516340307590e-01	1.404458502381896e-04	1.777324658116368e+03	-1.222906216753861e+03	-5.757061748254149e+01	7.652099292862469e-03	-7.340262972782676e-01	-5.427902632897494e-06	1.280247114104481e-04
7.080000000000000e+00	0.000000000000000e+00	-6.432066582705542e-02	-2.460136843171915e-05	2.842823802175434e-04	6.521813299364273e+02	1.517468516386372e-01	6.213835781645871e-05	3.115463932103739e-03	-2.614523160406779e-01	-5.709511779130451e-01	-1.606114195756171e-05	2.511752032976767e-01	1.407201488863639e-04	1.782346381047696e+03	-1.226134930442204e+03	-6.019698801852009e+01	7.575959706668548e-03	-7.341856690855966e-01	-5.432398997154879e-06	1.280642707586655e-04
7.090000000000000e+00	0.000000000000000e+00	-6.433350251828540e-02	-2.455838986051596e-05	2.844431869967415e-04	6.520873529960646e+02	1.517774332939844e-01	6.214129826893407e-05	3.112842040899816e-03	-2.589404541150796e-01	-5.709416256665319e-01	-1.599559638232446e-05	2.511993877345704e-01	1.409832261146019e-04	1.787372882449231e+03	-1.229366642700833e+03	-6.280816132355601e+01	7.500577729527329e-03	-7.343479151288361e-01	-5.437121192561176e-06	1.281041156294695e-04
7.100000000000001e+00	0.000000000000000e+00	-6.434648244086000e-02	-2.451421843283965e-05	2.845987009145930e-04	6.519926247318532e+02	1.518085498722967e-01	6.214190039215860e-05	3.110245812006812e-03	-2.564283464009000e-01	-5.709320831215517e-01	-1.593207224283021e-05	2.512241955851404e-01	1.412345879619832e-04	1.792404123368176e+03	-1.232601328508785e+03	-6.540412431986667e+01	7.425945812704554e-03	-7.345130394276714e-01	-5.441518357875554e-06	1.281441365002092e-04
7.110000000000000e+00	0.000000000000000e+00	-6.435960217603996e-02	-2.447120777139119e-05	2.847491705599137e-04	6.518971438605507e+02	1.518402014617997e-01	6.214036090723725e-05	3.107675897025996e-03	-2.539159877210466e-01	-5.709225502161477e-01	-1.588429038912577e-05	2.512496377136784e-01	1.414736492914528e-04	1.797440064825675e+03	-1.235838962828803e+03	-6.798486404316702e+01	7.352056482399178e-03	-7.346810459882298e-01	-5.444906939244203e-06	1.281841984639489e-04
7.120000000000000e+00	0.000000000000000e+00	-6.437285737893980e-02	-2.443212757032489e-05	2.848948874808130e-04	6.518009091038252e+02	1.518723879671638e-01	6.213689058778539e-05	3.105133079746783e-03	-2.514033731345467e-01	-5.709130268846134e-01	-1.586858565914369e-05	2.512757276050684e-01	1.416997337898210e-04	1.802480667816820e+03	-1.239079520607336e+03	-7.055036764267089e+01	7.278902339743321e-03	-7.348519388030815e-01	-5.446470690200332e-06	1.282241412294678e-04
7.130000000000000e+00	0.000000000000000e+00	-6.438624265852576e-02	-2.439988518296281e-05	2.850361559665622e-04	6.517039191884509e+02	1.519051090899840e-01	6.213170567266037e-05	3.102618206087998e-03	-2.488904979615154e-01	-5.709035130593060e-01	-1.590239525073837e-05	2.513024816536840e-01	1.419121332187833e-04	1.807525893310911e+03	-1.242322976774734e+03	-7.310062238083961e+01	7.206476059266192e-03	-7.350257218261549e-01	-5.445331067892764e-06	1.282637934680693e-04
7.140000000000001e+00	0.000000000000000e+00	-6.439975344054774e-02	-2.437010876010208e-05	2.851725463739937e-04	6.516061728416777e+02	1.519383647438586e-01	6.212479133225480e-05	3.100130182661090e-03	-2.463773572599935e-01	-5.708940087272546e-01	-1.596225640665654e-05	2.513299139232278e-01	1.421118180011817e-04	1.812575702254186e+03	-1.245569306247568e+03	-7.563561564452532e+01	7.134770365793853e-03	-7.352023992107163e-01	-5.442559440303264e-06	1.283033744580915e-04
7.150000000000000e+00	0.000000000000000e+00	-6.441339742059658e-02	-2.433978597156852e-05	2.853039186482761e-04	6.515076687697612e+02	1.519721570961734e-01	6.211615581737410e-05	3.097667947294939e-03	-2.438639432250022e-01	-5.708845138855667e-01	-1.602810580296464e-05	2.513580073431987e-01	1.422997930495144e-04	1.817630055555603e+03	-1.248818483918946e+03	-7.815533498065791e+01	7.063778105722658e-03	-7.353819774408598e-01	-5.439198473166606e-06	1.283430782361431e-04
7.160000000000000e+00	0.000000000000000e+00	-6.442718399514846e-02	-2.430853824442915e-05	2.854304283130854e-04	6.514084056782121e+02	1.520064886124091e-01	6.210588628091472e-05	3.095231090446088e-03	-2.413502476712203e-01	-5.708750285134963e-01	-1.609406062258077e-05	2.513867407132840e-01	1.424765264697798e-04	1.822688914096314e+03	-1.252070484664457e+03	-8.065976805915720e+01	6.993492210242371e-03	-7.355644634148764e-01	-5.435634833751319e-06	1.283829646897026e-04
7.170000000000000e+00	0.000000000000000e+00	-6.444112120616723e-02	-2.427607277623884e-05	2.855522269783146e-04	6.513083822773491e+02	1.520413615166739e-01	6.209407314347284e-05	3.092819266641985e-03	-2.388362627198232e-01	-5.708655525856918e-01	-1.615525964115109e-05	2.514160963421205e-01	1.426424398138798e-04	1.827752238733905e+03	-1.255325283345058e+03	-8.314890266383311e+01	6.923905673960650e-03	-7.357498638614938e-01	-5.432190108624597e-06	1.284230832878134e-04
7.180000000000000e+00	0.000000000000000e+00	-6.445521574110324e-02	-2.424218253504043e-05	2.856694623400744e-04	6.512075972822980e+02	1.520767777917036e-01	6.208081009334438e-05	3.090432194480982e-03	-2.363219807984823e-01	-5.708560860721971e-01	-1.620786322704974e-05	2.514460600472954e-01	1.427979080796198e-04	1.832819990302397e+03	-1.258582854807083e+03	-8.562272669238580e+01	6.855011554903038e-03	-7.359381853398763e-01	-5.429120803652306e-06	1.284634730810833e-04
7.190000000000000e+00	0.000000000000000e+00	-6.446947293289447e-02	-2.420674625936457e-05	2.857822781806929e-04	6.511060494129925e+02	1.521127391788614e-01	6.206619408652501e-05	3.088069656632338e-03	-2.338073946413650e-01	-5.708466289384504e-01	-1.624905334137893e-05	2.514766211553456e-01	1.429432597107089e-04	1.837892129612246e+03	-1.261843173882234e+03	-8.808122815640594e+01	6.786802974512951e-03	-7.361294342396251e-01	-5.426618343998977e-06	1.285041627016847e-04
7.200000000000000e+00	0.000000000000000e+00	-6.448389675996587e-02	-2.416972845822990e-05	2.858908143687154e-04	6.510037373941740e+02	1.521492471781380e-01	6.205032534671013e-05	3.085731499836212e-03	-2.312924972891356e-01	-5.708371811452849e-01	-1.627703353796885e-05	2.515077725017580e-01	1.430787765967595e-04	1.842968617450340e+03	-1.265106215387588e+03	-9.052439518137381e+01	6.719273117651713e-03	-7.363236167807775e-01	-5.424809074127808e-06	1.285451703633548e-04
7.210000000000000e+00	0.000000000000000e+00	-6.449848984622958e-02	-2.413117941114290e-05	2.859952068589048e-04	6.509006599553910e+02	1.521863030481516e-01	6.203330736529493e-05	3.083417634903672e-03	-2.287772820889537e-01	-5.708277426489287e-01	-1.629102896337775e-05	2.515395104309694e-01	1.432046940732880e-04	1.848049414580004e+03	-1.268371954125593e+03	-9.295221600666062e+01	6.652415232598511e-03	-7.365207390138081e-01	-5.423754257800666e-06	1.285865038613953e-04
7.220000000000000e+00	0.000000000000000e+00	-6.451325346108505e-02	-2.409123516809800e-05	2.860955876922415e-04	6.507968158310002e+02	1.522239078061479e-01	6.201524690137430e-05	3.081128036716688e-03	-2.262617426944757e-01	-5.708183134010044e-01	-1.629128635689188e-05	2.515718347963669e-01	1.433212009217141e-04	1.853134481740998e+03	-1.271640364884071e+03	-9.536467898552763e+01	6.586222631050424e-03	-7.367208068196277e-01	-5.423450078078088e-06	1.286281605726725e-04
7.230000000000000e+00	0.000000000000000e+00	-6.452818751941851e-02	-2.405011754957748e-05	2.861920849959233e-04	6.506922037601656e+02	1.522620622280003e-01	6.199625398174290e-05	3.078862744228134e-03	-2.237458730658534e-01	-5.708088933485298e-01	-1.627907405052553e-05	2.516047489602871e-01	1.434284393693610e-04	1.858223779649515e+03	-1.274911422436214e+03	-9.776177258512662e+01	6.520688688122408e-03	-7.369238259095839e-01	-5.423827637319275e-06	1.286701274556173e-04
7.240000000000000e+00	0.000000000000000e+00	-6.454329058160367e-02	-2.400813414655153e-05	2.862848229833654e-04	6.505868224868589e+02	1.523007668482095e-01	6.197644190089511e-05	3.076621860461791e-03	-2.212296674697360e-01	-5.707994824339173e-01	-1.625668196902101e-05	2.516382597940168e-01	1.435265050894558e-04	1.863317268998181e+03	-1.278185101540588e+03	-1.001434853864990e+02	6.455806842347324e-03	-7.371298018254611e-01	-5.424752957182096e-06	1.287123810502255e-04
7.250000000000000e+00	0.000000000000000e+00	-6.455855985350149e-02	-2.396567832047830e-05	2.863739219542001e-04	6.504806707598592e+02	1.523400219599036e-01	6.195592722102508e-05	3.074405552512343e-03	-2.187131204792678e-01	-5.707900805949742e-01	-1.622742162984864e-05	2.516723776777929e-01	1.436154472011288e-04	1.868414910456061e+03	-1.281461376941131e+03	-1.025098060845770e+02	6.391570595675893e-03	-7.373387399394801e-01	-5.426026978623092e-06	1.287548874780570e-04
7.260000000000000e+00	0.000000000000000e+00	-6.457399118645953e-02	-2.392322920330375e-05	2.864594982942779e-04	6.503737473327534e+02	1.523798276148385e-01	6.193482977202670e-05	3.072214051545378e-03	-2.161962269740896e-01	-5.707806877649024e-01	-1.619562614320679e-05	2.517071165008019e-01	1.436952682694142e-04	1.873516664668650e+03	-1.284740223367152e+03	-1.048607234881831e+02	6.327973513476735e-03	-7.375506454542984e-01	-5.427385561897468e-06	1.287976024422367e-04
7.270000000000000e+00	0.000000000000000e+00	-6.458957907731304e-02	-2.388135169746180e-05	2.865416644756660e-04	6.502660509639359e+02	1.524201836233975e-01	6.191327265149360e-05	3.070047652797388e-03	-2.136789821403382e-01	-5.707713038722991e-01	-1.616665021202183e-05	2.517424936611807e-01	1.437659243052496e-04	1.878622492257880e+03	-1.288021615533335e+03	-1.071962265200300e+02	6.265009224536341e-03	-7.377655234030104e-01	-5.428499486559098e-06	1.288404712274541e-04
7.280000000000000e+00	0.000000000000000e+00	-6.460531666838440e-02	-2.384069647587426e-05	2.866205290566493e-04	6.501575804166089e+02	1.524610895545912e-01	6.189138222471917e-05	3.067906715575773e-03	-2.111613814706473e-01	-5.707619288411557e-01	-1.614687013194818e-05	2.517785300660157e-01	1.438273247654761e-04	1.883732353822118e+03	-1.291305528139733e+03	-1.095163042167204e+02	6.202671421059108e-03	-7.379833786491469e-01	-5.428974451460523e-06	1.288834286999632e-04
7.290000000000000e+00	0.000000000000000e+00	-6.462119574748296e-02	-2.380199998195084e-05	2.866961966817302e-04	6.500483344587818e+02	1.525025447360580e-01	6.186928812469651e-05	3.065791663258834e-03	-2.086434207641458e-01	-5.707525625908589e-01	-1.614368379136826e-05	2.518152501313438e-01	1.438793325528386e-04	1.888846209936162e+03	-1.294591935871775e+03	-1.118209457287475e+02	6.140953858667298e-03	-7.382042158866754e-01	-5.428351074752953e-06	1.289263993075827e-04
7.300000000000000e+00	0.000000000000000e+00	-6.463720548910155e-02	-2.376542951356503e-05	2.867686939744648e-04	6.499383118651948e+02	1.525445480227081e-01	6.184710431744671e-05	3.063702826153493e-03	-2.061250964171220e-01	-5.707432050415289e-01	-1.616205175622512e-05	2.518526849302198e-01	1.439218985040359e-04	1.893964021152305e+03	-1.297880813400955e+03	-1.141101403165684e+02	6.079850352588010e-03	-7.384280393634011e-01	-5.426262757668848e-06	1.289693291125607e-04
7.310000000000000e+00	0.000000000000000e+00	-6.465332213575326e-02	-2.372115957765685e-05	2.868369970222872e-04	6.498275114329965e+02	1.525870959254261e-01	6.182463635050758e-05	3.061637931450670e-03	-2.036064077783029e-01	-5.707338562006007e-01	-1.615154584653681e-05	2.518908978573070e-01	1.439572082217140e-04	1.899085748011382e+03	-1.301172135392360e+03	-1.163838773209363e+02	6.019354732593915e-03	-7.386548506027834e-01	-5.424958513510809e-06	1.290126829586595e-04
7.320000000000000e+00	0.000000000000000e+00	-6.466955735269916e-02	-2.366905740030244e-05	2.869013820625014e-04	6.497159319071958e+02	1.526301915336162e-01	6.180192361070770e-05	3.059596496588214e-03	-2.010873459414067e-01	-5.707245160151315e-01	-1.610609776017362e-05	2.519298634486506e-01	1.439859170903397e-04	1.904211351006429e+03	-1.304465876481018e+03	-1.186421463178493e+02	5.959460967436278e-03	-7.388846589700095e-01	-5.424891210540538e-06	1.290565297249795e-04
7.330000000000000e+00	0.000000000000000e+00	-6.468593180503951e-02	-2.361317297370148e-05	2.869626072818187e-04	6.496035720204811e+02	1.526738396095835e-01	6.177912187025336e-05	3.057579019846471e-03	-1.985678998954552e-01	-5.707151843964215e-01	-1.604144700492185e-05	2.519695336711665e-01	1.440078419265085e-04	1.909340790601223e+03	-1.307762011283624e+03	-1.208849370318856e+02	5.900163108714069e-03	-7.391174758344015e-01	-5.425528227450566e-06	1.291007372310924e-04
7.340000000000000e+00	0.000000000000000e+00	-6.470246360410435e-02	-2.355701536356212e-05	2.870213481805108e-04	6.494904305108361e+02	1.527180444572528e-01	6.175637321182742e-05	3.055585926532285e-03	-1.960480592006998e-01	-5.707058612553835e-01	-1.597120984652116e-05	2.520098668547940e-01	1.440228629872268e-04	1.914474027239313e+03	-1.311060514404426e+03	-1.231122392994361e+02	5.841455259917127e-03	-7.393533120297280e-01	-5.426409715651661e-06	1.291451916936789e-04
7.350000000000001e+00	0.000000000000000e+00	-6.471916830745414e-02	-2.350355270910091e-05	2.870781975724107e-04	6.493765061215394e+02	1.527628099221686e-01	6.173380602858945e-05	3.053617568979001e-03	-1.935278139886212e-01	-5.706965465025428e-01	-1.590687930866460e-05	2.520508276924966e-01	1.440309239699123e-04	1.919611021344022e+03	-1.314361360435221e+03	-1.253240430687051e+02	5.783331576426156e-03	-7.395921778542047e-01	-5.427148599272828e-06	1.291897977265296e-04
7.360000000000000e+00	0.000000000000000e+00	-6.473605891887939e-02	-2.345521222304279e-05	2.871336655849119e-04	6.492617976011641e+02	1.528081393914950e-01	6.171153502417566e-05	3.051674226546467e-03	-1.910071549619298e-01	-5.706872400480377e-01	-1.585782517299859e-05	2.520923872402617e-01	1.440320320123942e-04	1.924751733318446e+03	-1.317664523955355e+03	-1.275203383997096e+02	5.725786265512739e-03	-7.398340830704944e-01	-5.427430575161301e-06	1.292344783405441e-04
7.370000000000000e+00	0.000000000000000e+00	-6.475314588840057e-02	-2.341388019162123e-05	2.871881796589690e-04	6.491463037035786e+02	1.528540357940156e-01	6.168966121269892e-05	3.049756105621029e-03	-1.884860733945651e-01	-5.706779418016197e-01	-1.583129397912290e-05	2.521345229171005e-01	1.440262576929124e-04	1.929896123545455e+03	-1.320969979531727e+03	-1.297011154642801e+02	5.668813586339312e-03	-7.400790369057065e-01	-5.427014112882553e-06	1.292791749437318e-04
7.380000000000000e+00	0.000000000000000e+00	-6.477043711226839e-02	-2.338090197457804e-05	2.872420845490974e-04	6.490300231879459e+02	1.529005016001340e-01	6.166827191874875e-05	3.047863339615536e-03	-1.859645611316959e-01	-5.706686516726522e-01	-1.583240902459070e-05	2.521772185050480e-01	1.440137350301182e-04	1.935044152387692e+03	-1.324277701718785e+03	-1.318663645460601e+02	5.612407849959180e-03	-7.403270480513977e-01	-5.425730454720289e-06	1.293238473412112e-04
7.390000000000001e+00	0.000000000000000e+00	-6.478793793296374e-02	-2.335708200516348e-05	2.872956423233733e-04	6.489129548187241e+02	1.529475388218733e-01	6.164744077739135e-05	3.045995988969338e-03	-1.834426105897203e-01	-5.706593695701123e-01	-1.586417036490853e-05	2.522204641491633e-01	1.439946614830742e-04	1.940195780187576e+03	-1.327587665058528e+03	-1.340160760405065e+02	5.556563419316512e-03	-7.405781246635714e-01	-5.423483615676451e-06	1.293684737352105e-04
7.400000000000000e+00	0.000000000000000e+00	-6.480565113919737e-02	-2.334268379013626e-05	2.873490323634340e-04	6.487950973656659e+02	1.529951490128762e-01	6.162722773416955e-05	3.044154041148284e-03	-1.809202147562662e-01	-5.706500954025890e-01	-1.592745481353629e-05	2.522642563575293e-01	1.439692979512541e-04	1.945350967267296e+03	-1.330899844080503e+03	-1.361502404548885e+02	5.501274709246354e-03	-7.408322743626780e-01	-5.420250383471214e-06	1.294130507250671e-04
7.410000000000000e+00	0.000000000000000e+00	-6.482357696591062e-02	-2.333742990976349e-05	2.874023513644773e-04	6.486764496038192e+02	1.530433332684051e-01	6.160767904510287e-05	3.042337410644726e-03	-1.783973671901905e-01	-5.706408290782848e-01	-1.602101594188726e-05	2.523085980012527e-01	1.439379687745428e-04	1.950509673928816e+03	-1.334214213301811e+03	-1.382688484082893e+02	5.446536186474608e-03	-7.410895042336149e-01	-5.416080318542988e-06	1.294575933072281e-04
7.420000000000000e+00	0.000000000000000e+00	-6.484171309427438e-02	-2.334050201782076e-05	2.874556133352621e-04	6.485570103135263e+02	1.530920922253420e-01	6.158882727668746e-05	3.040545938977516e-03	-1.758740620215795e-01	-5.706315705050147e-01	-1.614148407932808e-05	2.523534983144644e-01	1.439010617332362e-04	1.955671860453876e+03	-1.337530747227099e+03	-1.403718906316048e+02	5.392342369618044e-03	-7.413498208257264e-01	-5.411095754048417e-06	1.295021348752497e-04
7.430000000000000e+00	0.000000000000000e+00	-6.486005465169005e-02	-2.335054084159204e-05	2.875087495981083e-04	6.484367782804250e+02	1.531414260621888e-01	6.157069130589614e-05	3.038779394692006e-03	-1.733502939517489e-01	-5.706223195902060e-01	-1.628336631317880e-05	2.523989728943187e-01	1.438590280480418e-04	1.960837487103985e+03	-1.340849420348568e+03	-1.424593579675441e+02	5.338687829184300e-03	-7.416132301528038e-01	-5.405491795862379e-06	1.295467272197978e-04
7.440000000000000e+00	0.000000000000000e+00	-6.487859421178896e-02	-2.336564618186972e-05	2.875616087888964e-04	6.483157522954474e+02	1.531913344990667e-01	6.155327632017838e-05	3.037037473360051e-03	-1.708260582532435e-01	-5.706130762408997e-01	-1.643904648871280e-05	2.524450437009944e-01	1.438123823800780e-04	1.966006514120430e+03	-1.344170207145969e+03	-1.445312413706296e+02	5.285567187571876e-03	-7.418797376930851e-01	-5.399536322577989e-06	1.295914405286477e-04
7.450000000000000e+00	0.000000000000000e+00	-6.489732179443274e-02	-2.338337691295467e-05	2.876139568570678e-04	6.481939311548209e+02	1.532418167977169e-01	6.153657381746033e-05	3.035319797580005e-03	-1.683013507698382e-01	-5.706038403637489e-01	-1.659878520915685e-05	2.524917390576937e-01	1.437617028308743e-04	1.971178901724268e+03	-1.347493082086600e+03	-1.465875319071964e+02	5.232975119070150e-03	-7.421493483892556e-01	-5.393569985506595e-06	1.296363633866839e-04
7.460000000000000e+00	0.000000000000000e+00	-6.491622486571298e-02	-2.340075098265616e-05	2.876654770656250e-04	6.480713136600675e+02	1.532928717615000e-01	6.152056160614477e-05	3.033625916976723e-03	-1.657761679165365e-01	-5.705946118650197e-01	-1.675071983569110e-05	2.525390936506429e-01	1.437076309423717e-04	1.976354610116333e+03	-1.350818019625312e+03	-1.486282207553930e+02	5.180906349859353e-03	-7.424220666484475e-01	-5.388006208677779e-06	1.296816027759006e-04
7.470000000000000e+00	0.000000000000000e+00	-6.493528833795129e-02	-2.341424541229189e-05	2.877157699911310e-04	6.479478986180042e+02	1.533444977353965e-01	6.150520380511118e-05	3.031955308201562e-03	-1.632505066795716e-01	-5.705853906505908e-01	-1.688086448744905e-05	2.525871485290921e-01	1.436508716969222e-04	1.981533599477229e+03	-1.354144994204508e+03	-1.506532992051810e+02	5.129355658010587e-03	-7.426978963422394e-01	-5.383331188839360e-06	1.297272840754014e-04
7.480000000000000e+00	0.000000000000000e+00	-6.495449456969966e-02	-2.341979629668800e-05	2.877643535237101e-04	6.478236848407428e+02	1.533966926060063e-01	6.149045084371563e-05	3.030307374932379e-03	-1.607243646164059e-01	-5.705761766259539e-01	-1.697311004151761e-05	2.526359511053156e-01	1.435921935172889e-04	1.986715829967337e+03	-1.357473980254137e+03	-1.526627586583352e+02	5.078317873485821e-03	-7.429768408066575e-01	-5.380103895457387e-06	1.297735510613990e-04
7.490000000000000e+00	0.000000000000000e+00	-6.497382336574015e-02	-2.341279880417904e-05	2.878106628670472e-04	6.476986711456900e+02	1.534494538015491e-01	6.147623946179091e-05	3.028681447873533e-03	-1.581977398557316e-01	-5.705669696962136e-01	-1.700922413293703e-05	2.526855551546111e-01	1.435324282666465e-04	1.991901261726810e+03	-1.360804952191701e+03	-1.546565906284433e+02	5.027787878137893e-03	-7.432589028421748e-01	-5.378956070716148e-06	1.298205659072160e-04
7.500000000000000e+00	0.000000000000000e+00	-6.499325197708472e-02	-2.338810717660799e-05	2.878540505383881e-04	6.475728563555476e+02	1.535027782918644e-01	6.146249270964644e-05	3.027076784755883e-03	-1.556706310974697e-01	-5.705577697660867e-01	-1.696885115470094e-05	2.527360208153006e-01	1.434724712485803e-04	1.997089854875573e+03	-1.364137884422253e+03	-1.566347867409062e+02	4.977760605710504e-03	-7.435440847137109e-01	-5.380592229518165e-06	1.298685091832841e-04
7.510000000000000e+00	0.000000000000000e+00	-6.501278504459984e-02	-2.334636076400801e-05	2.878948193823347e-04	6.474462392662135e+02	1.535566681411333e-01	6.144921774484899e-05	3.025493149341938e-03	-1.531430307465805e-01	-5.705485767249348e-01	-1.685092831175571e-05	2.527873410950430e-01	1.434127105945749e-04	2.002281569501126e+03	-1.367472751330994e+03	-1.585973388267553e+02	4.928231056043160e-03	-7.438323960446034e-01	-5.385211842887474e-06	1.299174032559360e-04
